9491	一个男人如果爱你,那么哪怕你只是洗澡前光脚踩在地板上他也会心痛。一个男人如果爱你,无论他觉得白色多娘,他也会舍弃黑色,买白色的笔记本。一个男人如果爱你,他会用最短的时间从你的闲言碎语中了解你几乎所有同事的姓名性格,因为当你遇事他可以给你更正确的分析和意见。	happiness
5479	不管我们相距多远,我喜欢看你笑的脸。	like
19936	自己的事情不要奢望别人来替你承担。心情烦躁,想滚回家。	disgust
4141	明明想好过日子,为什么到头都是伤心,是上辈子欠你的,还是你上辈子欠我的,活了这么久怎么觉得长大就是欠大的。烦,真的好烦,再也不想帮家里了,做再多都不理解我,我再也不做大方的人了,我本来就不是大方的人,我不想隐藏我的内心,自私是开心的,我不想再像你内心想一套做又是另一套。	sadness
11877	我们要坚强的活着:尽管油价又涨了,房价还坚挺,尽管核辐射笼罩着天空,地震持续不断,尽管双汇含有瘦肉精,毒大米时有出现,尽管学位紧缺床位难求,孩子常在校园遭意外,尽管小三横行滥情成风,老板还不加工资,我们都要坚强的活下去,因为...因为墓地又涨了。	like
6744	约了今天见面喝茶,然后连时间地点都没说。我就这个点给他打电话说赶紧起床了。他嗯嗯两声挂掉,然后我隔半个小时再打他就清醒了说差不多出门吧。这种完全不用废话的默契到现在显得真是特别的那啥。	disgust
7673	有个陌生人说:“你点解叫大君,你好大只咖?”顿时想用个手榴弹炸死条扑街[哼]	anger
3615	大姑公和大姑婆都八十多岁了,结婚六十多年。昨天喝喜酒的时候看见他们手牵着手,大姑婆去厕所的时候要经过一条很长的楼梯,大姑公就一直扶着她,还说:老太婆小心点啊......这就是执子之手,与子偕老[泪]	happiness
29040	茶别喝了,换成手机可好。	anger
10798	b叔的猎奇爱丽丝fs希望能快点解决啊,为什么一个69折的睡裙让我从五月等到现在还无声无息!?fs现在到底怎样了!!与其等个69折到现在,还不如8折入不是更好吗!我这是贪小便宜的错吗!喵的店主又很难敲,我团员,不是我拍下的又没立场说话.....	disgust
24796	在母亲节给妈妈带去了她此生收到的最糟糕的“礼物”...	sadness
3007	那份思念只能永远的藏在心里,有很多的话都没来得及说	sadness
25909	心情非常非常不好。快高考,都不知道怎么办~	sadness
17585	2月14日,生物13个单元考试。3月8日,生物17个单元。[伤心]	sadness
3680	当真的要分开了,竟没有了那种害怕失去的痛苦。没有了眼泪,没有了酒水,只想一个人呆呆的窝在一个地方,一根又一根的抽着烟。忽然感觉,不知道以后要去哪儿,今后要干嘛了。似乎整个世界都忽地暗了下来,呵呵,天已经黑了。。	disgust
25005	你无法阻止悲伤之鸟飞跃头顶,但你可以阻止它在你的发间筑巢。	happiness
9823	换了补子,还是疼,呜呜	sadness
9637	还很无语	disgust
24616	真无聊	disgust
17186	有人说,时间会抹平一切伤疤,是最有效的解药。我却觉得,时间不过在酿一壶回忆的酒,愈久弥香,等待来年,再杀你一个猝不及防。若我生性薄凉,不再一往情深,不再一厢情愿,不再任性偏执,不再肆意妄为。不要想太多,我不是无意没有苦衷更不是出于爱你,我只是,生性凉薄而已。	like
23811	自己的事情自己能弄清楚不!生气[怒]	disgust
8457	1二十年前,台南的开心法师到台北来看我(净空),非常感慨地跟我谈,他说那年的阴历七月,鬼门关打开,不但阴间的妖魔鬼怪都出来,天上也下来许多妖魔鬼怪,这是过去从来没有过的,他问我到底是怎么回事情?...	like
3685	然而感情就像是迟来一步的游击队,当他走出来了,她又沦陷了。他有了新的追求者,有了新的生活。在他们打的火热的时候,她开始难熬了起来。尽管现实让她明白,这毕竟是一段没有结果的爱情,就算奋力地追回,奋力地在一起,又能怎么样呢。即使所有的道理她都明白,她仍是那样舍不得他。	like
21429	人都有瞎眼的时候,所以我原谅自己偶尔看错人。	anger
24675	你这样做真的好吗?一声不说就拿去给他,如果说你们现在还在一起我就不说什么了,可是现在你们已经没有关系了......一而再再而三的往那个坑里跳,你觉不觉得你跟贱啊!!!!你自己说,你给他的比我分给别人的还要多,我要给别人你还不给先,这好歹也是我的东西啊。	sadness
15179	有些人不是人天天在那狗叫	disgust
15001	当和自己一直都很喜欢的人聊天时,你会发现喜欢会变得愈加的深~如果不联系了,就会有一种东西跑出来,叫做思念![呵呵]也许我也有一颗孤独の心灵...	like
7822	我对不起我爸,对不起我妈,对不起我老师,对不起我爷爷,对不起我奶奶~	sadness
21253	对不起,我相信,世上无难事,只怕有心人。	sadness
20086	黑25zld黑了6小时。。。。==各种卡,雷神那我明明见它还没扫过来的跑一下然后就死了。。。各种卡的销魂dps垫底行列老给团长点名。。。装备死红好多次。。。最后换来2100的工资。。。。。。	anger
7312	有什么意见直说好了,告诉我我会骂你吗?真是被恶心到了,就因为我不上人人是吧,就因为我看不见是吧?就算我讨厌的人不用微博,我也从来不在微博上说三道四,难怪我老和别人吵,某些人却是温柔可爱又好脾气总是被大家喜欢呢。真是呵呵,某一类人的高贵冷艳我见得多了,一路货色,懒得再说什么。	sadness
27460	有时候不想淡恋爱、并不是心里有一个人、而是害怕付出了真感情、最后把自己伤的伤痕累累。	fear
20426	读董桥,我有两个感触:一是不可不读,不可多读;二是他的文字多半是写给自己看的。此人有魏晋遗风,雅致又不乏谐谑,老派的文字常夹杂洋文,多的令人生厌,有卖弄之嫌,故而“不可多读”,一本《董桥十年》足矣。后者是,没有古诗文的底子,读不懂董桥,试想,读书若无共鸣、无同感,兴趣何在?	anger
9111	那什么团队研究报告,中国人都是自己设计自己掰,多方便快捷,老外全都死脑筋认真联系研究对象,约地点见面两三个进行采访1个在旁边做记录我的天。。。所以说做团队作业跟local一起就是找死,选什么topic不好要选研究政府官,不觉得难度系数略大吗而且除了隐私部分很多东西靠我们常识能猜出来啊	anger
19189	明天要加油哦,骚年!我也可以休息了!睡会就起来,晚安	sadness
8340	幸福是一种感受	happiness
6962	该死的三八,被你活活气到死的,我要对你用我最狠的诅咒!	anger
13907	可怜你了,我的智能手机~刚刚上课你的主人我拿你刷微博,手滑把你摔着了,平日摔跤你倒也不怨我,但是今日,你破像了。。。我错了。。。我近期内是不会抛弃你的。。。木有钱换。。。[泪]	sadness
26770	前几天乘6号线,上来一对年轻维族的夫妇,带着一个很漂亮的小女孩——只是这个小女孩是兔唇,应该是来上海就医的。有少数几个乘客用或诧异、或恐怖、或排斥的眼神直勾勾的盯着小女孩的嘴唇看,完全不顾及人家家长的感受,不顾及可能会对孩子自尊心产生的影响——真的一点礼貌都没有![怒][怒骂]	anger
1451	遗传学考完啦,心情大好,至于结果,管他呢,就是酱紫没心没肺[哈哈]问好?呵呵,好怎样,不好又如何,这种艾特像是群发的短信,懒得回复[睡觉]对于千年不换头像的我在昨天把所有社交软件头像都换了可谓是一个奇迹,没原因[挖鼻屎]偶然发现的微数据,常互动,真的么?[呵呵]『回笼觉睡起』	happiness
6520	原本以为不断坚持就可以,却忘了速度的大作用。小时候作业为什么能写那么快?有个一起写作业的小朋友在一起写。	like
29137	今天四次大便,正常的,不是拉稀那种。现在时时有便意,要奔溃!屁股那块骨头猛地一下疼,早上到现在这样疼了四次。缺钙?胎儿压迫肠道?娃在踹我的某些器官?	sadness
20391	。。。刚刚刚换好足球鞋,结果长沙就下雨了!下!雨!了!他!妈!的!好不容易想!去!踢!足!球!玛!德!卧!槽!这!游!戏!人!生!还!怎!么!玩!	anger
31627	"能吃能睡能玩能劳动"足以。	happiness
12115	我拿着剩下的传单坐在地铁口玩儿喜欢我和不喜欢的游戏/我知道这不过是奇数偶数的问题所以我想了很久是从你喜欢我开始还是从你不喜欢我开始/从自己希望的开始吧喜欢/知道最后的结果是什么吗我在来来往往的路人们眼皮底下笑得像朵仙人掌	like
2750	又在降温了[晕][晕][晕][晕]持续愤怒中	anger
11678	有些人有些事,永远也无法忘记。她(他)总会出现在你的回忆里。	sadness
26092	今天看了好多比较恐怖的东西,怕怕噢,怕有东西晚上找我[悲伤][可怜][泪]😭😣😞[泪流满面]	fear
25991	一下子知道了两个人的两个天大的秘密,还都不能说,尼玛,简直要憋死我....................................	anger
4093	只是想修个眉毛进去说可以免费彩妆画完之后让我把所有我用过的东西全买下来不愿意买店员说要给化妆师面子我呵呵呵赤裸裸的推销。	disgust
27220	事实证明不能让完全没学过骑电动车的人开电动车。飞车play一次就够了。再飞一次我就真死了。	sadness
11697	13693773037。无聊谁聊天就找我吧	disgust
27315	三厢307,赞!三厢飞度,赞!颐达,赞!!polo劲取赞赞!!qq6,赞赞赞!!三厢雨燕,印度赞!!!	like
26858	我要求太奢侈了。	sadness
3743	心特特别塞	sadness
1958	填好ems单子后,给顺风的小伙子打了电话,人家过来后,才反应过来。你肯定恨死我了吧[怒]。	disgust
13964	一年盈利几十万,就给我百分之二的股份?我靠......完全忽视我嘛,实在不行,我自己找人敲定......[怒]	sadness
25141	今天久未见面的朋友请几人吃饭,本来我很乐意去,可是不知道怎么情绪就低落了,其实我知道原因。悲伤虫子被引出了,我看到自己内心深处那份深深的孤单,和被关注的需求。我用赌气的方式来对待孤单,饭后,宁肯自己打车也不要他们送。打车打了好久,站在马路边,一遍遍问自己怎么了,看到了放下吧	sadness
18799	“斯图亚特极擅长描写恋爱中笨拙的男子。他们不善言辞,不懂得抓住机会,不会讨人欢心、曲意奉承。胸中虽有柔情万千,却无法宣之于口,他们只会沉着脸,闷闷地努力,守护着自己内心的一方小天地。”	like
12784	看了几部美国的校园电影,顿时就觉得自己老了!老了阿,老了!	sadness
28770	"你幸福吗?""我现在在做梦,白天做的梦!我很幸福!"	happiness
5645	我把底下去掉了。	happiness
1121	很想好好的爱你,却总是力不从心。	sadness
17659	最幸福的事事穿着去年的衣服发现大啦[哈哈][哈哈][哈哈]	happiness
16930	我的!!公式书不见了啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊【捂脑袋	anger
880	单身美好。这只是安慰自己。只希望让自己过的好一点。	sadness
25072	...谁能告诉我关闭自动装逼模式的方法...关闭了才能犯贱去勾搭啊啊啊啊啊学长一看过来直接进入装逼模式啊赶快关掉啊啊啊啊	anger
27877	没关系、	like
22099	就一些发表护肤产品,某些网店推销广告就占手机表面90%的内容......谁能告诉我有没有屏蔽消息这个按钮呢!	anger
30903	今天很残酷,明天更残酷,后天很美好。我会一直活下去。	like
13699	啊哒哒,左脚又出水泡了好疼好疼啊!!然后我又迷路了......	sadness
1350	想念你,却又见不到你,只因你已出发去旅游,而我却还要工作	sadness
4954	水卡又掉了,里面又40多块钱呢![泪流满面][泪流满面][泪流满面][泪流满面][泪流满面][泪流满面][泪流满面][泪流满面][泪流满面][泪流满面][泪流满面][泪流满面][泪流满面][泪流满面][泪流满面][泪流满面][泪流满面][泪流满面][泪流满面][泪流满面][泪流满面][泪流满面][泪流满面][泪流满面]	sadness
15490	幸福就是大地一样无限宽广的胸怀。	happiness
144	我就是愿意和前任分手了当做陌生人从来没认识过那样不要再联系留言关注我啊你妹!像吃进了鼻涕	sadness
27279	上微博最讨厌的一件事是你打开收藏夹发现有的微博原po主已经删掉了而且你也已经忘记被删掉的微博内容是什么这种感觉真是该死的让人抓狂	sadness
27784	恁娘,感冒好难受!发烧,流鼻涕,头晕,头疼!nnd身体素质差容易感冒的孩子伤不起啊!	sadness
8710	你说你欠我们一个决赛宝贝儿其实我并不是那么在意你的输赢只是看你每一次都那么拼却始终没进入决赛我伤心不是为了比赛的结果而是为了你cr我从不吝啬对你的热情你是我的王者	like
24629	睡眠质量真是越来越差了[哼]老是做噩梦还一次性做好多不同类型的恶梦[抓狂][抓狂][抓狂]	sadness
2499	元宵节快乐,祝大家一家团圆,祝天下有情人终成烤翅么么哒	happiness
27736	我始终无法理解有些从相识到结婚时间短暂,只有数月甚至不到半年的情侣,却在婚礼上深情相拥,哽咽哭泣。究竟是现场氛围影响,还是对方确是彼此的真爱?但能肯定的一点是,你出现太早或太晚都不好,最好的时机是出现在对方想安定之际,哪怕只是相识几个月,但却足以打败相恋七八年的另一半。	sadness
2588	姑娘你大腿瘦到45cm就别减了,太瘦了不好![亲亲][太开心][挤眼]	anger
12870	akb这个坑我是要跳出来了吗〒_〒	sadness
28664	人对人的信任总是不堪一击...好吧,你真的让我失望了...	sadness
19543	一上午闲置了......怎么办......	disgust
28727	那些伤感的短篇小说,男主都会离女主而去,不是因为得了不治之症,就是因为他真正喜欢的是别人。	disgust
10960	哎,真心郁闷,小升初了都不晓得到底去哪里读书。。。。	sadness
16997	他问我幸福吗?呵呵。	happiness
4217	爸爸:儿子你觉得爸爸壮吗?儿子:嗯。爸爸:儿子,你觉得少林功夫厉害吗?儿子:厉害!爸爸:如果我剃成光头,练少林功夫好吗?儿子拍手,太好了!第二天,儿子看到光头的爸爸,高兴的说,爸爸加油,一定要练成高手,那天,是爸爸化疗的前一天,那天,爸爸用特别的方式教会了儿子乐观和勇敢。	happiness
30078	刚刚看了我的关注,我发现一个规律,凡是被我转过的微博,它的主人都不在我的粉丝里面了。我成了h7nx了。[汗]	sadness
19831	有工作=没工作😂😂😂	sadness
8372	很幸福啦	happiness
29763	也许,我的新工作已开始进行倒计时了,但姐做好自己就好,努力过就不后悔,做人只求问心无愧!管你是不是李刚	sadness
7341	今天和我家大宝宝一起吃饭了[花心][馋嘴]不小心把图片给删了!!![委屈]	happiness
14751	有没有试过从11点上铺一直纠结翻转恨不得到1点多才能入睡?有没有人像我一样睡眠质量本来就不好为了能在宿舍这个特殊条件下安睡买了床帘耳塞眼罩?有时候很想发火说“能不能早点睡啊!”,你们可以打游戏聊天到凌晨明天睡到中午,可我们得早起占座,有没有稍微为我们着想一下?!可她们毕竟是	disgust
10561	是同名的悲哀......各种麻烦,我要改名!!!	disgust
15120	对不起,我爱你~太恶俗了......但是是事实......	sadness
21647	怎么办,我好像忘记了很多不该忘记的东西,对我很重要,但却怎么也想不起来。。。	sadness
24608	小孩不能太聪明,容易被人害死;学生不能太漂亮,容易被校长惦记;成绩不能太优秀,容易被室友嫉妒;二奶不能太智慧,容易被反腐举报;死亡不能太含蓄,容易被人说自杀;下楼不能太放松,容易被电梯卡死;佛祖不能太大意,容易被美女勾引;打鱼不能走太远,容易被菲佣射杀!	sadness
9157	这包子协会简直太不靠谱了,这稿子没法写了,下次再也不去坂田晃了,,累死气死郁闷死,,顶大太阳出如采访不怕晒黑的都是好记者。	sadness
28547	有件事情困惑已久,郭敬明被叫做郭小四是不是因为他心眼特别小又只有一米四呢?	surprise
15132	我的同学大多选择了区别于专业的工作。比如我有个同学是律师专打离婚官司,后来当了公务员。我有个同学公安大学毕业,我以为会当警察,现在职位的确是警察,公安部的警察。再比如,我一个同学在航空航天大学居然学的是英语...其实说实话,我蛮希望认识当法医的同学...只可惜,没有...	surprise
830	下了日文输入法	disgust
28756	有个母亲向我吹嘘:“我儿子真是没用啊!钢琴小提琴快半年了还拿不出手;上学期成绩又没拿全校第一,奥数也只拿了个二等奖,更别提画画才三等奖了。这么不争气的孩子真太让人着急了!”我点点头:“就是嘛,你儿子真没用真不争气真让人着急。要是我我就当养了个废材放弃好了。”当时她脸就黑了。	happiness
13226	嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻☺	happiness
23294	人总是要经历些什么才知道悔改,就像早上我一边吃面一边玩手机,结果头发上都粘了油,才知道吃饭的时候就好好吃饭,别整别的。	sadness
22389	接触到唱见首先是不小心点了蛇足的吉原(因为名字...)然后是大人气的咕噜,再是咕噜灯油钢兵的合唱,当时我在疑问为什么灯油会被叫燃油,因为真心跟那两人比灯油就偏美声系,而去搜了他好多的歌...就进坑了...即使现在我还是觉得灯油是全能美声系的!!喜欢球球大概是因为高音和各种强悍能力吧	like
3291	明早起来还是周一,有木有?!勇气全无,有木有?!山的那边还是山,“你说的曙光究竟是什么意思”......阿门。	sadness
22419	这条我自己选择的路,哪怕再苦,也要坚持下去。	like
26098	又烦到你了。	sadness
7773	听班主任讲同学友谊感觉他自己都要被自己感动了黑色五月干我屁事	happiness
20516	真是看不下去了都!!!!![黑线][黑线][黑线][汗][汗][汗]	anger
11365	跟自己说声对不起让你受了那么多到委屈却不知道如何保护自己	sadness
10636	怎么啦!怎么啦!	fear
28472	亲们呀,我又想你们了![雪][下雨][雪人][下雨][雪][雪][雪][下雨][下雨]	sadness
3847	有些人连自家说相方是好男人也能累不爱的,真好奇之前眼里萌的cp到底是啥样的	happiness
9058	七夕迎接窝的就是干不完的体力活[泪流满面][互相膜拜]💔	sadness
25122	又要突破自己,真的可以吗?加油!	like
17837	在所有人事已非的景色里,我最喜欢你[月亮]	like
6528	真是让人说不出来的感受真可笑真讽刺心酸都是废话	sadness
20542	做个有爱的女子,去找一个爱人,那是你最后的男人。你爱的,爱你的,真心的,尊重你的选择,他会看穿你的逞强,体贴你的孤单,去保护你的自尊,心疼你的脆弱,善良、正直,又是有教养。	happiness
28772	热水袋已充好,不想铺被子啊~~~[泪][泪][泪][泪],明天不想早起啊。。。[泪][泪][泪]身不由己。。。	anger
127	[moc装酷]现在的我觉得平平淡淡的过每一天就是幸福	happiness
2377	有时候不喜欢就是不喜欢,没有一丁点儿理由。就像喜欢一样。。。	sadness
26140	晚上和同事吃饭,同事讲他媳妇说:要是小樊怀孕了咱们就合租,还能照顾下小樊。(他媳妇备孕中)泪奔[泪][泪]。我懂得我是幸福着的。	happiness
25208	啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦啦	happiness
25372	倒胃口。	disgust
14932	晚上哄丸子睡觉时,她会滚在我身上,说妈妈我好想你啊。早上出门道别时,不管多困,哪怕眼睛睁不开,她都会挣扎着爬起来,非要抱一下才准我走。看你认真地摆着小手跟我道别的样子,真的很感动。你舍不得我,但还是让我走,你长大了。	happiness
3646	十一就这么不知不觉快完了[泪流满面]	sadness
22785	前两天翻看人人,发现我一个大学同学都结婚生娃了,而且娃都能满地跑打酱油了[泪]这种伤感是你们不能理解的......	sadness
6768	我喜欢阳光、喜欢白雪,现在它们都在我眼前。[浮云][太阳][雪]	happiness
20186	南京像郑州	sadness
2208	由于自己的疏忽,给您造成困扰,很抱歉!反省反省反省ing......这将是给我一记耳光的课。	sadness
30915	两年了,放着的东西都该铺上一层厚尘了,何况是一个在各种环境下游走了两年的生物。他与东西最大的不同只是东西是外表沾尘,他是内心被抹上了灰。但造成这一切的,也许并不是他。	sadness
28071	今天和小强逛街,心里百感交集。我竟然发现我们之间没有共同的语言,我讲得事情他似乎也不感兴趣。笑点还是蛮高的,也没什么情趣。难道我和九零后之间会有代沟。我现在越来越发现,什么人适合做普通朋友,什么人适合做知心朋友,什么人适合做情人。	sadness
25589	不辜负娃娃们的期望...同时也为青春画个句号,试试看看...加油...	like
26485	一个躁郁的星期。	anger
9023	争取在7点前写完九套数学卷子tat	anger
30322	写程序写到烦躁,其实是懒惰。	disgust
31692	恐惧是有一天你把心掏出来结果梦醒了[哈哈]我说不怕反正心就一颗随便伤因为遇见一个说话舒服的人太难了聊聊天么你在哪儿	fear
5652	一次文艺晚会,主持人上台报幕:下面请欣赏:新疆歌舞,掀起你的头盖骨!毛骨悚然!!!!!	happiness
15850	无聊呢怎么。	happiness
14541	她是你最亲爱的,确是你爱你的路人。	like
26539	来自星星的你	like
30374	蔫蔫的一天眼睛痛的要死	disgust
20772	【上联】:大四的看大三的教大二的如何骗大一的;【下联】:大一的听大二的讲大三的怎么甩大四的;【横批】:出来混总是要还的。	happiness
10153	今天很幸福,跟儿子聊天聊了20多m,儿子有问有答,在妈妈说,跟妈妈晚安,儿子说...不要晚安...妈妈说跟妈妈再见,儿子说...不要再见...我们还一起唱小星星,念儿歌......[爱你]	happiness
29896	客户是上帝,我是小草[泪][泪][泪][泪]	sadness
13258	每天都无聊。	disgust
3446	这一刻,我心情很不好,因为你...第一次让我那么难过。	sadness
20177	碎了吗?“我觉得我兴奋的背后是恐惧......恐惧不得不和一个男人共度馀生。”其实我兴奋的背后也是恐惧,只不过是恐惧没办法和一个男人共度馀生。就算大家围着同一张桌子,喝着同一瓶酒,相信,我们尝到的也滋味也不会相同。朋友之间不需要感同身受,只要握着彼此的手说,我懂,别怕。	fear
9754	为毛我画的宁小美越有像万花成男发展的趋势了!!!窝果然对中分美男无免疫力么?!	anger
30397	。却没有了回去的动力。。我要为了我的约定去努力。	sadness
26292	xx你长胖了。	sadness
24347	无意中看了韩剧成均馆绯闻被一个叫朴有天的人吸引一口气把他主演的电视剧看了个遍又在百度了他的过往才知道他是前东方神起的一员现在又是jyj的成员唱歌跳舞演戏样样都好真是被她迷死了。	like
18058	躺在床上玩手机	happiness
24337	给快过去的龙年里我对不起的人	sadness
7581	我等了那么久的闭馆音乐,居然和商场关门一个调调[汗]好失望	sadness
12477	对不起,不是不懂你,我只能装着不懂你,我没有那个资格说喜欢谁	sadness
17056	每次找工作说留电话都不会打的哼	sadness
25701	[泪][泪][泪][沙尘暴][沙尘暴][下雨][下雨]	sadness
8285	tvs真好用。	happiness
7792	真正的放手不是拉黑q不是不联系不是取消关注不是删掉手机号而是当你有意无意看到他深夜关于感情的说说或微博当朋友有意无意提到他最近不太好当你有意无意翻着手机通讯录经过了他的名字甚至是这个人再次有意无意地出现在你面前的时候都可以淡定的微笑没有任何反应	happiness
14211	这种感觉真棒[偷笑]	like
21807	我和我未婚老婆生了一个孩子。孩子才一个多月她就走了。她现在想要还孩子送人。在法律上要什么合约。双方家庭都不错。她19我23。这样能不能把孩子送出去。送不出去孩子是归她还归我。孩子才1月18天。如果我归我。我要养的话。她要负责什么吗?	sadness
